id,geometry
12,"POLYGON ((114.291457083864 22.71949841926636, 114.291457083864 22.70949841926636, 114.2814570838641 22.70949841926636, 114.2814570838641 22.71949841926636, 114.291457083864 22.71949841926636))"
13,"POLYGON ((113.9006873912185 22.51402195928418, 113.9006873912185 22.50402195928418, 113.8906873912185 22.50402195928418, 113.8906873912185 22.51402195928418, 113.9006873912185 22.51402195928418))"
14,"POLYGON ((114.5650214848284 22.4890504222391, 114.5650214848284 22.4790504222391, 114.5550214848284 22.4790504222391, 114.5550214848284 22.4890504222391, 114.5650214848284 22.4890504222391))"
15,"POLYGON ((114.3094628552672 22.65582994327474, 114.3094628552672 22.64582994327474, 114.2994628552672 22.64582994327474, 114.2994628552672 22.65582994327474, 114.3094628552672 22.65582994327474))"
16,"POLYGON ((114.6276897516545 22.51012361755555, 114.6276897516545 22.50012361755556, 114.6176897516546 22.50012361755556, 114.6176897516546 22.51012361755555, 114.6276897516545 22.51012361755555))"
17,"POLYGON ((114.5576561313208 22.63922785248037, 114.5576561313208 22.62922785248037, 114.5476561313208 22.62922785248037, 114.5476561313208 22.63922785248037, 114.5576561313208 22.63922785248037))"
18,"POLYGON ((113.8524288814303 22.51922586396751, 113.8524288814303 22.50922586396751, 113.8424288814303 22.50922586396751, 113.8424288814303 22.51922586396751, 113.8524288814303 22.51922586396751))"
19,"POLYGON ((114.2152494697897 22.78749997366057, 114.2152494697897 22.77749997366057, 114.2052494697897 22.77749997366057, 114.2052494697897 22.78749997366057, 114.2152494697897 22.78749997366057))"
20,"POLYGON ((114.5094930014792 22.53723501615011, 114.5094930014792 22.52723501615011, 114.4994930014792 22.52723501615011, 114.4994930014792 22.53723501615011, 114.5094930014792 22.53723501615011))"
21,"POLYGON ((114.1670839463254 22.59702094552228, 114.1670839463254 22.58702094552228, 114.1570839463254 22.58702094552228, 114.1570839463254 22.59702094552228, 114.1670839463254 22.59702094552228))"
22,"POLYGON ((113.9747288218211 22.63263692431429, 113.9747288218211 22.62263692431429, 113.9647288218211 22.62263692431429, 113.9647288218211 22.63263692431429, 113.9747288218211 22.63263692431429))"
23,"POLYGON ((113.9530715824397 22.50749104605337, 113.9530715824397 22.49749104605337, 113.9430715824397 22.49749104605337, 113.9430715824397 22.50749104605337, 113.9530715824397 22.50749104605337))"
24,"POLYGON ((114.2183135381081 22.57231288793222, 114.2183135381081 22.56231288793222, 114.2083135381081 22.56231288793222, 114.2083135381081 22.57231288793222, 114.2183135381081 22.57231288793222))"
25,"POLYGON ((113.8560451218592 22.56009054269969, 113.8560451218592 22.5500905426997, 113.8460451218592 22.5500905426997, 113.8460451218592 22.56009054269969, 113.8560451218592 22.56009054269969))"
26,"POLYGON ((113.9494482517113 22.50304064610365, 113.9494482517113 22.49304064610365, 113.9394482517114 22.49304064610365, 113.9394482517114 22.50304064610365, 113.9494482517113 22.50304064610365))"
27,"POLYGON ((113.9216488574237 22.67899475624441, 113.9216488574237 22.66899475624442, 113.9116488574237 22.66899475624442, 113.9116488574237 22.67899475624441, 113.9216488574237 22.67899475624441))"
28,"POLYGON ((113.8657912573407 22.55776636690559, 113.8657912573407 22.54776636690559, 113.8557912573407 22.54776636690559, 113.8557912573407 22.55776636690559, 113.8657912573407 22.55776636690559))"
29,"POLYGON ((113.8693174092607 22.69440248110596, 113.8693174092607 22.68440248110596, 113.8593174092607 22.68440248110596, 113.8593174092607 22.69440248110596, 113.8693174092607 22.69440248110596))"
30,"POLYGON ((114.6031226262735 22.66288817466118, 114.6031226262735 22.65288817466118, 114.5931226262735 22.65288817466118, 114.5931226262735 22.66288817466118, 114.6031226262735 22.66288817466118))"
31,"POLYGON ((114.3136765461113 22.6182117621467, 114.3136765461113 22.6082117621467, 114.3036765461113 22.6082117621467, 114.3036765461113 22.6182117621467, 114.3136765461113 22.6182117621467))"
32,"POLYGON ((114.2627874788961 22.73337079369798, 114.2627874788961 22.72337079369798, 114.2527874788962 22.72337079369798, 114.2527874788962 22.73337079369798, 114.2627874788961 22.73337079369798))"
33,"POLYGON ((114.217306765297 22.68674126598396, 114.217306765297 22.67674126598396, 114.207306765297 22.67674126598396, 114.207306765297 22.68674126598396, 114.217306765297 22.68674126598396))"
34,"POLYGON ((113.9179572389284 22.83300306571342, 113.9179572389284 22.82300306571342, 113.9079572389284 22.82300306571342, 113.9079572389284 22.83300306571342, 113.9179572389284 22.83300306571342))"
35,"POLYGON ((114.0176396363085 22.59718610357035, 114.0176396363085 22.58718610357035, 114.0076396363085 22.58718610357035, 114.0076396363085 22.59718610357035, 114.0176396363085 22.59718610357035))"
36,"POLYGON ((113.8837913369025 22.50993956743063, 113.8837913369025 22.49993956743063, 113.8737913369025 22.49993956743063, 113.8737913369025 22.50993956743063, 113.8837913369025 22.50993956743063))"
37,"POLYGON ((114.5281658638926 22.47552077642727, 114.5281658638926 22.46552077642727, 114.5181658638926 22.46552077642727, 114.5181658638926 22.47552077642727, 114.5281658638926 22.47552077642727))"
38,"POLYGON ((114.4455476553777 22.64327750803291, 114.4455476553777 22.63327750803291, 114.4355476553777 22.63327750803291, 114.4355476553777 22.64327750803291, 114.4455476553777 22.64327750803291))"
39,"POLYGON ((113.9000943189171 22.83042211012081, 113.9000943189171 22.82042211012082, 113.8900943189171 22.82042211012082, 113.8900943189171 22.83042211012081, 113.9000943189171 22.83042211012081))"
40,"POLYGON ((114.3637641403158 22.74340611516865, 114.3637641403158 22.73340611516865, 114.3537641403158 22.73340611516865, 114.3537641403158 22.74340611516865, 114.3637641403158 22.74340611516865))"
41,"POLYGON ((113.9800232153307 22.65000224208082, 113.9800232153307 22.64000224208082, 113.9700232153307 22.64000224208082, 113.9700232153307 22.65000224208082, 113.9800232153307 22.65000224208082))"
42,"POLYGON ((113.9474677678144 22.54055558718179, 113.9474677678144 22.53055558718179, 113.9374677678144 22.53055558718179, 113.9374677678144 22.54055558718179, 113.9474677678144 22.54055558718179))"
43,"POLYGON ((113.98863560468 22.61588312734713, 113.98863560468 22.60588312734713, 113.97863560468 22.60588312734713, 113.97863560468 22.61588312734713, 113.98863560468 22.61588312734713))"
44,"POLYGON ((113.8926418218427 22.83605896844399, 113.8926418218427 22.82605896844399, 113.8826418218427 22.82605896844399, 113.8826418218427 22.83605896844399, 113.8926418218427 22.83605896844399))"
45,"POLYGON ((114.5471650913146 22.55441039715507, 114.5471650913146 22.54441039715507, 114.5371650913146 22.54441039715507, 114.5371650913146 22.55441039715507, 114.5471650913146 22.55441039715507))"
46,"POLYGON ((114.0143962942138 22.59745893164024, 114.0143962942138 22.58745893164024, 114.0043962942138 22.58745893164024, 114.0043962942138 22.59745893164024, 114.0143962942138 22.59745893164024))"
47,"POLYGON ((114.4736547987979 22.66933021602198, 114.4736547987979 22.65933021602198, 114.4636547987979 22.65933021602198, 114.4636547987979 22.66933021602198, 114.4736547987979 22.66933021602198))"
48,"POLYGON ((113.9644625912181 22.65708900112263, 113.9644625912181 22.64708900112263, 113.9544625912181 22.64708900112263, 113.9544625912181 22.65708900112263, 113.9644625912181 22.65708900112263))"
49,"POLYGON ((114.1247205012221 22.56844406767782, 114.1247205012221 22.55844406767783, 114.1147205012221 22.55844406767783, 114.1147205012221 22.56844406767782, 114.1247205012221 22.56844406767782))"
50,"POLYGON ((113.8474670933172 22.75994732397024, 113.8474670933172 22.74994732397025, 113.8374670933172 22.74994732397025, 113.8374670933172 22.75994732397024, 113.8474670933172 22.75994732397024))"
51,"POLYGON ((114.3017358281916 22.76806718100373, 114.3017358281916 22.75806718100373, 114.2917358281916 22.75806718100373, 114.2917358281916 22.76806718100373, 114.3017358281916 22.76806718100373))"
52,"POLYGON ((113.7907936135615 22.65395848107368, 113.7907936135615 22.64395848107369, 113.7807936135615 22.64395848107369, 113.7807936135615 22.65395848107368, 113.7907936135615 22.65395848107368))"
53,"POLYGON ((113.9156280387402 22.51352490909169, 113.9156280387402 22.50352490909169, 113.9056280387402 22.50352490909169, 113.9056280387402 22.51352490909169, 113.9156280387402 22.51352490909169))"
54,"POLYGON ((114.0054725426225 22.71794782377002, 114.0054725426225 22.70794782377002, 113.9954725426225 22.70794782377002, 113.9954725426225 22.71794782377002, 114.0054725426225 22.71794782377002))"
55,"POLYGON ((114.0691593474288 22.72535731120534, 114.0691593474288 22.71535731120534, 114.0591593474288 22.71535731120534, 114.0591593474288 22.72535731120534, 114.0691593474288 22.72535731120534))"
56,"POLYGON ((113.9327318496832 22.74553005356824, 113.9327318496832 22.73553005356824, 113.9227318496832 22.73553005356824, 113.9227318496832 22.74553005356824, 113.9327318496832 22.74553005356824))"
57,"POLYGON ((114.4061545430969 22.60818404384121, 114.4061545430969 22.59818404384121, 114.3961545430969 22.59818404384121, 114.3961545430969 22.60818404384121, 114.4061545430969 22.60818404384121))"
58,"POLYGON ((113.8947987735789 22.77197941318723, 113.8947987735789 22.76197941318723, 113.8847987735789 22.76197941318723, 113.8847987735789 22.77197941318723, 113.8947987735789 22.77197941318723))"
59,"POLYGON ((114.0305845066051 22.71243311837653, 114.0305845066051 22.70243311837654, 114.0205845066051 22.70243311837654, 114.0205845066051 22.71243311837653, 114.0305845066051 22.71243311837653))"
60,"POLYGON ((113.9338348196357 22.6529684194292, 113.9338348196357 22.6429684194292, 113.9238348196357 22.6429684194292, 113.9238348196357 22.6529684194292, 113.9338348196357 22.6529684194292))"
61,"POLYGON ((113.9374128901381 22.74310275725646, 113.9374128901381 22.73310275725646, 113.9274128901381 22.73310275725646, 113.9274128901381 22.74310275725646, 113.9374128901381 22.74310275725646))"
62,"POLYGON ((114.4941079575584 22.53235875602284, 114.4941079575584 22.52235875602285, 114.4841079575584 22.52235875602285, 114.4841079575584 22.53235875602284, 114.4941079575584 22.53235875602284))"
63,"POLYGON ((114.067936803654 22.66702132490363, 114.067936803654 22.65702132490363, 114.057936803654 22.65702132490363, 114.057936803654 22.66702132490363, 114.067936803654 22.66702132490363))"
64,"POLYGON ((113.9430462050775 22.74587381215669, 113.9430462050775 22.73587381215669, 113.9330462050775 22.73587381215669, 113.9330462050775 22.74587381215669, 113.9430462050775 22.74587381215669))"
65,"POLYGON ((114.5380895929452 22.61245584107211, 114.5380895929452 22.60245584107211, 114.5280895929452 22.60245584107211, 114.5280895929452 22.61245584107211, 114.5380895929452 22.61245584107211))"
66,"POLYGON ((113.8824014918737 22.85527133448377, 113.8824014918737 22.84527133448378, 113.8724014918737 22.84527133448378, 113.8724014918737 22.85527133448377, 113.8824014918737 22.85527133448377))"
67,"POLYGON ((113.9121349581799 22.75246473495557, 113.9121349581799 22.74246473495557, 113.9021349581799 22.74246473495557, 113.9021349581799 22.75246473495557, 113.9121349581799 22.75246473495557))"
68,"POLYGON ((114.3956826462372 22.63908631505235, 114.3956826462372 22.62908631505235, 114.3856826462372 22.62908631505235, 114.3856826462372 22.63908631505235, 114.3956826462372 22.63908631505235))"
69,"POLYGON ((114.4458031821567 22.59375629927077, 114.4458031821567 22.58375629927077, 114.4358031821567 22.58375629927077, 114.4358031821567 22.59375629927077, 114.4458031821567 22.59375629927077))"
70,"POLYGON ((114.4355271930188 22.62426315593207, 114.4355271930188 22.61426315593207, 114.4255271930188 22.61426315593207, 114.4255271930188 22.62426315593207, 114.4355271930188 22.62426315593207))"
71,"POLYGON ((114.5077795409169 22.59597111512569, 114.5077795409169 22.58597111512569, 114.4977795409169 22.58597111512569, 114.4977795409169 22.59597111512569, 114.5077795409169 22.59597111512569))"
72,"POLYGON ((113.9329104618288 22.66679853018482, 113.9329104618288 22.65679853018482, 113.9229104618288 22.65679853018482, 113.9229104618288 22.66679853018482, 113.9329104618288 22.66679853018482))"
73,"POLYGON ((113.986436426018 22.55550839709518, 113.986436426018 22.54550839709519, 113.976436426018 22.54550839709519, 113.976436426018 22.55550839709518, 113.986436426018 22.55550839709518))"
74,"POLYGON ((114.1854756866523 22.61294955998067, 114.1854756866523 22.60294955998068, 114.1754756866523 22.60294955998068, 114.1754756866523 22.61294955998067, 114.1854756866523 22.61294955998067))"
75,"POLYGON ((114.0577160085003 22.65927931816291, 114.0577160085003 22.64927931816291, 114.0477160085003 22.64927931816291, 114.0477160085003 22.65927931816291, 114.0577160085003 22.65927931816291))"
76,"POLYGON ((113.8066273608583 22.68238222364693, 113.8066273608583 22.67238222364693, 113.7966273608583 22.67238222364693, 113.7966273608583 22.68238222364693, 113.8066273608583 22.68238222364693))"
77,"POLYGON ((114.2496917558669 22.6417107867545, 114.2496917558669 22.6317107867545, 114.2396917558669 22.6317107867545, 114.2396917558669 22.6417107867545, 114.2496917558669 22.6417107867545))"
78,"POLYGON ((114.5956315979135 22.49058735573591, 114.5956315979135 22.48058735573591, 114.5856315979135 22.48058735573591, 114.5856315979135 22.49058735573591, 114.5956315979135 22.49058735573591))"
79,"POLYGON ((113.9507611094279 22.72201736271541, 113.9507611094279 22.71201736271541, 113.9407611094279 22.71201736271541, 113.9407611094279 22.72201736271541, 113.9507611094279 22.72201736271541))"
80,"POLYGON ((113.9343049309823 22.74532466370169, 113.9343049309823 22.73532466370169, 113.9243049309823 22.73532466370169, 113.9243049309823 22.74532466370169, 113.9343049309823 22.74532466370169))"
81,"POLYGON ((114.0377104899218 22.60894015560313, 114.0377104899218 22.59894015560313, 114.0277104899218 22.59894015560313, 114.0277104899218 22.60894015560313, 114.0377104899218 22.60894015560313))"
82,"POLYGON ((114.2166082562277 22.72306222356658, 114.2166082562277 22.71306222356658, 114.2066082562278 22.71306222356658, 114.2066082562278 22.72306222356658, 114.2166082562277 22.72306222356658))"
83,"POLYGON ((114.0967443869768 22.59456999317577, 114.0967443869768 22.58456999317577, 114.0867443869768 22.58456999317577, 114.0867443869768 22.59456999317577, 114.0967443869768 22.59456999317577))"
84,"POLYGON ((114.3713629197846 22.69993470601118, 114.3713629197846 22.68993470601118, 114.3613629197846 22.68993470601118, 114.3613629197846 22.69993470601118, 114.3713629197846 22.69993470601118))"
85,"POLYGON ((114.1705646061311 22.63618488552358, 114.1705646061311 22.62618488552359, 114.1605646061311 22.62618488552359, 114.1605646061311 22.63618488552358, 114.1705646061311 22.63618488552358))"
86,"POLYGON ((113.823623196588 22.72823817102961, 113.823623196588 22.71823817102961, 113.8136231965881 22.71823817102961, 113.8136231965881 22.72823817102961, 113.823623196588 22.72823817102961))"
87,"POLYGON ((113.9300383047205 22.55929981127352, 113.9300383047205 22.54929981127352, 113.9200383047205 22.54929981127352, 113.9200383047205 22.55929981127352, 113.9300383047205 22.55929981127352))"
88,"POLYGON ((113.8818238436505 22.57815910361938, 113.8818238436505 22.56815910361939, 113.8718238436505 22.56815910361939, 113.8718238436505 22.57815910361938, 113.8818238436505 22.57815910361938))"
89,"POLYGON ((113.8880551169187 22.45218446862145, 113.8880551169187 22.44218446862145, 113.8780551169187 22.44218446862145, 113.8780551169187 22.45218446862145, 113.8880551169187 22.45218446862145))"
90,"POLYGON ((114.4989306481085 22.59306973328534, 114.4989306481085 22.58306973328534, 114.4889306481085 22.58306973328534, 114.4889306481085 22.59306973328534, 114.4989306481085 22.59306973328534))"
91,"POLYGON ((114.3072190922442 22.78437793375194, 114.3072190922442 22.77437793375195, 114.2972190922442 22.77437793375195, 114.2972190922442 22.78437793375194, 114.3072190922442 22.78437793375194))"
92,"POLYGON ((113.9589525187993 22.58542651058322, 113.9589525187993 22.57542651058322, 113.9489525187993 22.57542651058322, 113.9489525187993 22.58542651058322, 113.9589525187993 22.58542651058322))"
93,"POLYGON ((113.8947864965099 22.52917179241564, 113.8947864965099 22.51917179241564, 113.8847864965099 22.51917179241564, 113.8847864965099 22.52917179241564, 113.8947864965099 22.52917179241564))"
94,"POLYGON ((114.5828871607938 22.66309014307407, 114.5828871607938 22.65309014307407, 114.5728871607938 22.65309014307407, 114.5728871607938 22.66309014307407, 114.5828871607938 22.66309014307407))"
95,"POLYGON ((113.8875959004571 22.5864740562714, 113.8875959004571 22.5764740562714, 113.8775959004571 22.5764740562714, 113.8775959004571 22.5864740562714, 113.8875959004571 22.5864740562714))"
96,"POLYGON ((114.0400696501763 22.52557321103732, 114.0400696501763 22.51557321103732, 114.0300696501763 22.51557321103732, 114.0300696501763 22.52557321103732, 114.0400696501763 22.52557321103732))"
97,"POLYGON ((113.7997772718044 22.7580674424016, 113.7997772718044 22.7480674424016, 113.7897772718044 22.7480674424016, 113.7897772718044 22.7580674424016, 113.7997772718044 22.7580674424016))"
98,"POLYGON ((114.0983990701736 22.63092901064661, 114.0983990701736 22.62092901064661, 114.0883990701736 22.62092901064661, 114.0883990701736 22.63092901064661, 114.0983990701736 22.63092901064661))"
99,"POLYGON ((114.5968309182566 22.63807108404529, 114.5968309182566 22.62807108404529, 114.5868309182566 22.62807108404529, 114.5868309182566 22.63807108404529, 114.5968309182566 22.63807108404529))"
100,"POLYGON ((114.394229612629 22.6421731297273, 114.394229612629 22.6321731297273, 114.384229612629 22.6321731297273, 114.384229612629 22.6421731297273, 114.394229612629 22.6421731297273))"
101,"POLYGON ((114.270679627892 22.63305309734742, 114.270679627892 22.62305309734743, 114.260679627892 22.62305309734743, 114.260679627892 22.63305309734742, 114.270679627892 22.63305309734742))"
102,"POLYGON ((114.2406522541384 22.59648759961255, 114.2406522541384 22.58648759961255, 114.2306522541384 22.58648759961255, 114.2306522541384 22.59648759961255, 114.2406522541384 22.59648759961255))"
103,"POLYGON ((114.3320742207447 22.67955748093349, 114.3320742207447 22.66955748093349, 114.3220742207447 22.66955748093349, 114.3220742207447 22.67955748093349, 114.3320742207447 22.67955748093349))"
104,"POLYGON ((113.8214885528573 22.72867642046642, 113.8214885528573 22.71867642046642, 113.8114885528574 22.71867642046642, 113.8114885528574 22.72867642046642, 113.8214885528573 22.72867642046642))"
105,"POLYGON ((114.4326297163928 22.69036968761318, 114.4326297163928 22.68036968761319, 114.4226297163928 22.68036968761319, 114.4226297163928 22.69036968761318, 114.4326297163928 22.69036968761318))"
106,"POLYGON ((114.2470707952745 22.71572727986083, 114.2470707952745 22.70572727986083, 114.2370707952745 22.70572727986083, 114.2370707952745 22.71572727986083, 114.2470707952745 22.71572727986083))"
107,"POLYGON ((114.1269709284855 22.70928093410215, 114.1269709284855 22.69928093410216, 114.1169709284856 22.69928093410216, 114.1169709284856 22.70928093410215, 114.1269709284855 22.70928093410215))"
108,"POLYGON ((113.9268723757013 22.66785123021479, 113.9268723757013 22.6578512302148, 113.9168723757013 22.6578512302148, 113.9168723757013 22.66785123021479, 113.9268723757013 22.66785123021479))"
109,"POLYGON ((114.2298553556924 22.81227819000663, 114.2298553556924 22.80227819000663, 114.2198553556924 22.80227819000663, 114.2198553556924 22.81227819000663, 114.2298553556924 22.81227819000663))"
110,"POLYGON ((114.5969480075009 22.63979470617585, 114.5969480075009 22.62979470617585, 114.5869480075009 22.62979470617585, 114.5869480075009 22.63979470617585, 114.5969480075009 22.63979470617585))"
111,"POLYGON ((113.911355752815 22.45905756672929, 113.911355752815 22.44905756672929, 113.901355752815 22.44905756672929, 113.901355752815 22.45905756672929, 113.911355752815 22.45905756672929))"
112,"POLYGON ((114.2926059662257 22.60799174521516, 114.2926059662257 22.59799174521516, 114.2826059662257 22.59799174521516, 114.2826059662257 22.60799174521516, 114.2926059662257 22.60799174521516))"
113,"POLYGON ((113.8431442068162 22.75636909968447, 113.8431442068162 22.74636909968447, 113.8331442068162 22.74636909968447, 113.8331442068162 22.75636909968447, 113.8431442068162 22.75636909968447))"
114,"POLYGON ((114.5836610839154 22.63780608169776, 114.5836610839154 22.62780608169776, 114.5736610839154 22.62780608169776, 114.5736610839154 22.63780608169776, 114.5836610839154 22.63780608169776))"
115,"POLYGON ((113.8840536524363 22.53272341791988, 113.8840536524363 22.52272341791988, 113.8740536524363 22.52272341791988, 113.8740536524363 22.53272341791988, 113.8840536524363 22.53272341791988))"
116,"POLYGON ((114.5935619279908 22.62700485179018, 114.5935619279908 22.61700485179018, 114.5835619279908 22.61700485179018, 114.5835619279908 22.62700485179018, 114.5935619279908 22.62700485179018))"
117,"POLYGON ((114.445450661925 22.69476296620548, 114.445450661925 22.68476296620548, 114.435450661925 22.68476296620548, 114.435450661925 22.69476296620548, 114.445450661925 22.69476296620548))"
118,"POLYGON ((114.1570804499731 22.68652210180091, 114.1570804499731 22.67652210180092, 114.1470804499731 22.67652210180092, 114.1470804499731 22.68652210180091, 114.1570804499731 22.68652210180091))"
119,"POLYGON ((114.2385500970602 22.77958000759203, 114.2385500970602 22.76958000759204, 114.2285500970602 22.76958000759204, 114.2285500970602 22.77958000759203, 114.2385500970602 22.77958000759203))"
120,"POLYGON ((114.5728047339535 22.55049916058458, 114.5728047339535 22.54049916058458, 114.5628047339536 22.54049916058458, 114.5628047339536 22.55049916058458, 114.5728047339535 22.55049916058458))"
121,"POLYGON ((114.2855071324767 22.69629635906941, 114.2855071324767 22.68629635906941, 114.2755071324767 22.68629635906941, 114.2755071324767 22.69629635906941, 114.2855071324767 22.69629635906941))"
122,"POLYGON ((113.8478326031714 22.69061628283553, 113.8478326031714 22.68061628283553, 113.8378326031714 22.68061628283553, 113.8378326031714 22.69061628283553, 113.8478326031714 22.69061628283553))"
123,"POLYGON ((114.4047421113744 22.68445202513393, 114.4047421113744 22.67445202513393, 114.3947421113744 22.67445202513393, 114.3947421113744 22.68445202513393, 114.4047421113744 22.68445202513393))"
124,"POLYGON ((114.426828415087 22.6259327406303, 114.426828415087 22.6159327406303, 114.4168284150871 22.6159327406303, 114.4168284150871 22.6259327406303, 114.426828415087 22.6259327406303))"
125,"POLYGON ((113.9243233996713 22.81294111526693, 113.9243233996713 22.80294111526694, 113.9143233996713 22.80294111526694, 113.9143233996713 22.81294111526693, 113.9243233996713 22.81294111526693))"
126,"POLYGON ((113.8759741830443 22.61647845628426, 113.8759741830443 22.60647845628426, 113.8659741830444 22.60647845628426, 113.8659741830444 22.61647845628426, 113.8759741830443 22.61647845628426))"
127,"POLYGON ((113.9411591362332 22.64944258937497, 113.9411591362332 22.63944258937497, 113.9311591362332 22.63944258937497, 113.9311591362332 22.64944258937497, 113.9411591362332 22.64944258937497))"
128,"POLYGON ((114.3256062597601 22.74849099127835, 114.3256062597601 22.73849099127835, 114.3156062597601 22.73849099127835, 114.3156062597601 22.74849099127835, 114.3256062597601 22.74849099127835))"
129,"POLYGON ((114.504717923047 22.49305677163523, 114.504717923047 22.48305677163523, 114.494717923047 22.48305677163523, 114.494717923047 22.49305677163523, 114.504717923047 22.49305677163523))"
130,"POLYGON ((113.9978998555921 22.6913228036868, 113.9978998555921 22.6813228036868, 113.9878998555921 22.6813228036868, 113.9878998555921 22.6913228036868, 113.9978998555921 22.6913228036868))"
131,"POLYGON ((114.1252204350847 22.70956503448277, 114.1252204350847 22.69956503448277, 114.1152204350847 22.69956503448277, 114.1152204350847 22.70956503448277, 114.1252204350847 22.70956503448277))"
132,"POLYGON ((114.2271802043542 22.71071192160321, 114.2271802043542 22.70071192160321, 114.2171802043542 22.70071192160321, 114.2171802043542 22.71071192160321, 114.2271802043542 22.71071192160321))"
133,"POLYGON ((114.5893823073934 22.51884653525072, 114.5893823073934 22.50884653525073, 114.5793823073935 22.50884653525073, 114.5793823073935 22.51884653525072, 114.5893823073934 22.51884653525072))"
134,"POLYGON ((114.0845144013934 22.74494030719677, 114.0845144013934 22.73494030719677, 114.0745144013934 22.73494030719677, 114.0745144013934 22.74494030719677, 114.0845144013934 22.74494030719677))"
135,"POLYGON ((113.8361275290078 22.79111255799965, 113.8361275290078 22.78111255799965, 113.8261275290078 22.78111255799965, 113.8261275290078 22.79111255799965, 113.8361275290078 22.79111255799965))"
136,"POLYGON ((114.4791619855137 22.58279059528945, 114.4791619855137 22.57279059528945, 114.4691619855137 22.57279059528945, 114.4691619855137 22.58279059528945, 114.4791619855137 22.58279059528945))"
137,"POLYGON ((114.4703307526151 22.54325811629553, 114.4703307526151 22.53325811629553, 114.4603307526151 22.53325811629553, 114.4603307526151 22.54325811629553, 114.4703307526151 22.54325811629553))"
138,"POLYGON ((113.9097690779534 22.57958752770955, 113.9097690779534 22.56958752770955, 113.8997690779534 22.56958752770955, 113.8997690779534 22.57958752770955, 113.9097690779534 22.57958752770955))"
139,"POLYGON ((114.286929023619 22.71957266923379, 114.286929023619 22.70957266923379, 114.276929023619 22.70957266923379, 114.276929023619 22.71957266923379, 114.286929023619 22.71957266923379))"
140,"POLYGON ((114.1977089844002 22.68946041053583, 114.1977089844002 22.67946041053584, 114.1877089844002 22.67946041053584, 114.1877089844002 22.68946041053583, 114.1977089844002 22.68946041053583))"
141,"POLYGON ((114.2994014842266 22.69441246892406, 114.2994014842266 22.68441246892406, 114.2894014842267 22.68441246892406, 114.2894014842267 22.69441246892406, 114.2994014842266 22.69441246892406))"
142,"POLYGON ((113.9216877094172 22.51896034730266, 113.9216877094172 22.50896034730266, 113.9116877094173 22.50896034730266, 113.9116877094173 22.51896034730266, 113.9216877094172 22.51896034730266))"
143,"POLYGON ((114.3043755307544 22.69991996347266, 114.3043755307544 22.68991996347266, 114.2943755307544 22.68991996347266, 114.2943755307544 22.69991996347266, 114.3043755307544 22.69991996347266))"
144,"POLYGON ((114.2184092122789 22.56189281644586, 114.2184092122789 22.55189281644586, 114.2084092122789 22.55189281644586, 114.2084092122789 22.56189281644586, 114.2184092122789 22.56189281644586))"
145,"POLYGON ((114.2729702767044 22.681530117174, 114.2729702767044 22.671530117174, 114.2629702767044 22.671530117174, 114.2629702767044 22.681530117174, 114.2729702767044 22.681530117174))"
