id,geometry
20,"POLYGON ((114.4675234161579 22.60318574921395, 114.4675234161579 22.55318574921395, 114.4175234161579 22.55318574921395, 114.4175234161579 22.60318574921395, 114.4675234161579 22.60318574921395))"
21,"POLYGON ((114.1046627842195 22.66959207552092, 114.1046627842195 22.61959207552092, 114.0546627842195 22.61959207552092, 114.0546627842195 22.66959207552092, 114.1046627842195 22.66959207552092))"
22,"POLYGON ((114.3255634904273 22.63583086514147, 114.3255634904273 22.58583086514147, 114.2755634904273 22.58583086514147, 114.2755634904273 22.63583086514147, 114.3255634904273 22.63583086514147))"
23,"POLYGON ((113.9367404832044 22.62232161929817, 113.9367404832044 22.57232161929818, 113.8867404832044 22.57232161929818, 113.8867404832044 22.62232161929817, 113.9367404832044 22.62232161929817))"
24,"POLYGON ((114.293620067281 22.60270577474115, 114.293620067281 22.55270577474115, 114.243620067281 22.55270577474115, 114.243620067281 22.60270577474115, 114.293620067281 22.60270577474115))"
25,"POLYGON ((113.9411686680461 22.79247205281885, 113.9411686680461 22.74247205281885, 113.8911686680461 22.74247205281885, 113.8911686680461 22.79247205281885, 113.9411686680461 22.79247205281885))"
26,"POLYGON ((114.1834449705054 22.68800419045056, 114.1834449705054 22.63800419045056, 114.1334449705054 22.63800419045056, 114.1334449705054 22.68800419045056, 114.1834449705054 22.68800419045056))"
27,"POLYGON ((114.2157146264131 22.7898935451446, 114.2157146264131 22.7398935451446, 114.1657146264131 22.7398935451446, 114.1657146264131 22.7898935451446, 114.2157146264131 22.7898935451446))"
28,"POLYGON ((114.3651692292468 22.7890169225327, 114.3651692292468 22.7390169225327, 114.3151692292468 22.7390169225327, 114.3151692292468 22.7890169225327, 114.3651692292468 22.7890169225327))"
29,"POLYGON ((114.3142764110827 22.75435785219052, 114.3142764110827 22.70435785219053, 114.2642764110826 22.70435785219053, 114.2642764110826 22.75435785219052, 114.3142764110827 22.75435785219052))"
30,"POLYGON ((113.9503097628589 22.56071563019093, 113.9503097628589 22.51071563019093, 113.9003097628589 22.51071563019093, 113.9003097628589 22.56071563019093, 113.9503097628589 22.56071563019093))"
31,"POLYGON ((113.9617555659901 22.77805591305342, 113.9617555659901 22.72805591305342, 113.9117555659901 22.72805591305342, 113.9117555659901 22.77805591305342, 113.9617555659901 22.77805591305342))"
32,"POLYGON ((113.9558921833061 22.77503410058666, 113.9558921833061 22.72503410058667, 113.9058921833061 22.72503410058667, 113.9058921833061 22.77503410058666, 113.9558921833061 22.77503410058666))"
33,"POLYGON ((114.2257181596073 22.77682782792295, 114.2257181596073 22.72682782792295, 114.1757181596073 22.72682782792295, 114.1757181596073 22.77682782792295, 114.2257181596073 22.77682782792295))"
34,"POLYGON ((113.9195922938539 22.70677751365938, 113.9195922938539 22.65677751365938, 113.8695922938539 22.65677751365938, 113.8695922938539 22.70677751365938, 113.9195922938539 22.70677751365938))"
35,"POLYGON ((114.271868329566 22.81729059620262, 114.271868329566 22.76729059620262, 114.221868329566 22.76729059620262, 114.221868329566 22.81729059620262, 114.271868329566 22.81729059620262))"
36,"POLYGON ((114.0362410412823 22.54533250329893, 114.0362410412823 22.49533250329893, 113.9862410412823 22.49533250329893, 113.9862410412823 22.54533250329893, 114.0362410412823 22.54533250329893))"
37,"POLYGON ((114.3895839617344 22.70913030695451, 114.3895839617344 22.65913030695451, 114.3395839617344 22.65913030695451, 114.3395839617344 22.70913030695451, 114.3895839617344 22.70913030695451))"
38,"POLYGON ((113.835145154979 22.78346044773147, 113.835145154979 22.73346044773147, 113.785145154979 22.73346044773147, 113.785145154979 22.78346044773147, 113.835145154979 22.78346044773147))"
39,"POLYGON ((113.9568033866069 22.74909833681107, 113.9568033866069 22.69909833681108, 113.9068033866069 22.69909833681108, 113.9068033866069 22.74909833681107, 113.9568033866069 22.74909833681107))"
40,"POLYGON ((113.9100134554509 22.65274921504256, 113.9100134554509 22.60274921504256, 113.8600134554509 22.60274921504256, 113.8600134554509 22.65274921504256, 113.9100134554509 22.65274921504256))"
41,"POLYGON ((114.4018406706912 22.63963400253091, 114.4018406706912 22.58963400253091, 114.3518406706912 22.58963400253091, 114.3518406706912 22.63963400253091, 114.4018406706912 22.63963400253091))"
42,"POLYGON ((114.4523079063701 22.66151488207142, 114.4523079063701 22.61151488207143, 114.40230790637 22.61151488207143, 114.40230790637 22.66151488207142, 114.4523079063701 22.66151488207142))"
43,"POLYGON ((114.0034999066367 22.75957328906985, 114.0034999066367 22.70957328906985, 113.9534999066367 22.70957328906985, 113.9534999066367 22.75957328906985, 114.0034999066367 22.75957328906985))"
44,"POLYGON ((114.0946982423256 22.59085345295508, 114.0946982423256 22.54085345295508, 114.0446982423256 22.54085345295508, 114.0446982423256 22.59085345295508, 114.0946982423256 22.59085345295508))"
45,"POLYGON ((113.9901977470974 22.67605697685694, 113.9901977470974 22.62605697685694, 113.9401977470974 22.62605697685694, 113.9401977470974 22.67605697685694, 113.9901977470974 22.67605697685694))"
46,"POLYGON ((113.8675302667434 22.72060304343174, 113.8675302667434 22.67060304343174, 113.8175302667433 22.67060304343174, 113.8175302667433 22.72060304343174, 113.8675302667434 22.72060304343174))"
47,"POLYGON ((113.9703116947519 22.65939047603942, 113.9703116947519 22.60939047603942, 113.9203116947519 22.60939047603942, 113.9203116947519 22.65939047603942, 113.9703116947519 22.65939047603942))"
48,"POLYGON ((113.9571750903928 22.73853757073569, 113.9571750903928 22.6885375707357, 113.9071750903928 22.6885375707357, 113.9071750903928 22.73853757073569, 113.9571750903928 22.73853757073569))"
49,"POLYGON ((114.2798129896437 22.77598432360288, 114.2798129896437 22.72598432360289, 114.2298129896436 22.72598432360289, 114.2298129896436 22.77598432360288, 114.2798129896437 22.77598432360288))"
50,"POLYGON ((113.9752390587559 22.74183045120345, 113.9752390587559 22.69183045120345, 113.9252390587559 22.69183045120345, 113.9252390587559 22.74183045120345, 113.9752390587559 22.74183045120345))"
51,"POLYGON ((114.2050005168445 22.63082537989352, 114.2050005168445 22.58082537989353, 114.1550005168445 22.58082537989353, 114.1550005168445 22.63082537989352, 114.2050005168445 22.63082537989352))"
52,"POLYGON ((114.2938158669937 22.68891192882941, 114.2938158669937 22.63891192882941, 114.2438158669937 22.63891192882941, 114.2438158669937 22.68891192882941, 114.2938158669937 22.68891192882941))"
53,"POLYGON ((114.4702745813851 22.67011762586271, 114.4702745813851 22.62011762586271, 114.4202745813851 22.62011762586271, 114.4202745813851 22.67011762586271, 114.4702745813851 22.67011762586271))"
54,"POLYGON ((113.9373165771283 22.73195645672726, 113.9373165771283 22.68195645672727, 113.8873165771283 22.68195645672727, 113.8873165771283 22.73195645672726, 113.9373165771283 22.73195645672726))"
55,"POLYGON ((114.3983644378164 22.76544509042417, 114.3983644378164 22.71544509042417, 114.3483644378164 22.71544509042417, 114.3483644378164 22.76544509042417, 114.3983644378164 22.76544509042417))"
56,"POLYGON ((114.2732310343922 22.80211504099589, 114.2732310343922 22.7521150409959, 114.2232310343922 22.7521150409959, 114.2232310343922 22.80211504099589, 114.2732310343922 22.80211504099589))"
57,"POLYGON ((113.9139770993766 22.8389351049933, 113.9139770993766 22.7889351049933, 113.8639770993766 22.7889351049933, 113.8639770993766 22.8389351049933, 113.9139770993766 22.8389351049933))"
58,"POLYGON ((113.8877690317289 22.66550937985421, 113.8877690317289 22.61550937985421, 113.8377690317289 22.61550937985421, 113.8377690317289 22.66550937985421, 113.8877690317289 22.66550937985421))"
59,"POLYGON ((113.8175952487215 22.77569523468034, 113.8175952487215 22.72569523468034, 113.7675952487215 22.72569523468034, 113.7675952487215 22.77569523468034, 113.8175952487215 22.77569523468034))"
60,"POLYGON ((113.9925301391113 22.81133914671718, 113.9925301391113 22.76133914671718, 113.9425301391113 22.76133914671718, 113.9425301391113 22.81133914671718, 113.9925301391113 22.81133914671718))"
61,"POLYGON ((114.3029654474625 22.70382635739404, 114.3029654474625 22.65382635739405, 114.2529654474625 22.65382635739405, 114.2529654474625 22.70382635739404, 114.3029654474625 22.70382635739404))"
62,"POLYGON ((114.321166445105 22.7241618414022, 114.321166445105 22.6741618414022, 114.271166445105 22.6741618414022, 114.271166445105 22.7241618414022, 114.321166445105 22.7241618414022))"
63,"POLYGON ((114.4840934625209 22.66009594957175, 114.4840934625209 22.61009594957176, 114.4340934625209 22.61009594957176, 114.4340934625209 22.66009594957175, 114.4840934625209 22.66009594957175))"
64,"POLYGON ((113.801944382239 22.79303747663757, 113.801944382239 22.74303747663757, 113.751944382239 22.74303747663757, 113.751944382239 22.79303747663757, 113.801944382239 22.79303747663757))"
65,"POLYGON ((114.0915810528526 22.76702403755008, 114.0915810528526 22.71702403755009, 114.0415810528526 22.71702403755009, 114.0415810528526 22.76702403755008, 114.0915810528526 22.76702403755008))"
66,"POLYGON ((114.3290184383178 22.62336503778313, 114.3290184383178 22.57336503778313, 114.2790184383177 22.57336503778313, 114.2790184383177 22.62336503778313, 114.3290184383178 22.62336503778313))"
67,"POLYGON ((114.3786333296601 22.81240445131377, 114.3786333296601 22.76240445131378, 114.3286333296601 22.76240445131378, 114.3286333296601 22.81240445131377, 114.3786333296601 22.81240445131377))"
68,"POLYGON ((114.003032995711 22.57523893742986, 114.003032995711 22.52523893742986, 113.953032995711 22.52523893742986, 113.953032995711 22.57523893742986, 114.003032995711 22.57523893742986))"
69,"POLYGON ((114.5560825227243 22.56504340203182, 114.5560825227243 22.51504340203182, 114.5060825227243 22.51504340203182, 114.5060825227243 22.56504340203182, 114.5560825227243 22.56504340203182))"
70,"POLYGON ((113.9302343474393 22.82656452456493, 113.9302343474393 22.77656452456493, 113.8802343474393 22.77656452456493, 113.8802343474393 22.82656452456493, 113.9302343474393 22.82656452456493))"
71,"POLYGON ((113.8645397317552 22.77677410644529, 113.8645397317552 22.72677410644529, 113.8145397317552 22.72677410644529, 113.8145397317552 22.77677410644529, 113.8645397317552 22.77677410644529))"
72,"POLYGON ((114.6154399765427 22.52495314735162, 114.6154399765427 22.47495314735162, 114.5654399765427 22.47495314735162, 114.5654399765427 22.52495314735162, 114.6154399765427 22.52495314735162))"
73,"POLYGON ((114.1390401720108 22.64997937588339, 114.1390401720108 22.5999793758834, 114.0890401720108 22.5999793758834, 114.0890401720108 22.64997937588339, 114.1390401720108 22.64997937588339))"
74,"POLYGON ((113.7863233658469 22.75398518951493, 113.7863233658469 22.70398518951493, 113.7363233658469 22.70398518951493, 113.7363233658469 22.75398518951493, 113.7863233658469 22.75398518951493))"
75,"POLYGON ((114.0013422028186 22.75014322981115, 114.0013422028186 22.70014322981115, 113.9513422028186 22.70014322981115, 113.9513422028186 22.75014322981115, 114.0013422028186 22.75014322981115))"
76,"POLYGON ((113.9736067956278 22.549445980283, 113.9736067956278 22.499445980283, 113.9236067956278 22.499445980283, 113.9236067956278 22.549445980283, 113.9736067956278 22.549445980283))"
77,"POLYGON ((114.0287769005606 22.74434661437196, 114.0287769005606 22.69434661437197, 113.9787769005606 22.69434661437197, 113.9787769005606 22.74434661437196, 114.0287769005606 22.74434661437196))"
78,"POLYGON ((114.0416112985258 22.67212364168666, 114.0416112985258 22.62212364168666, 113.9916112985258 22.62212364168666, 113.9916112985258 22.67212364168666, 114.0416112985258 22.67212364168666))"
79,"POLYGON ((114.1463261335704 22.6494000171901, 114.1463261335704 22.59940001719011, 114.0963261335704 22.59940001719011, 114.0963261335704 22.6494000171901, 114.1463261335704 22.6494000171901))"
80,"POLYGON ((114.0847311095131 22.54891773219665, 114.0847311095131 22.49891773219665, 114.0347311095131 22.49891773219665, 114.0347311095131 22.54891773219665, 114.0847311095131 22.54891773219665))"
81,"POLYGON ((114.0199011392883 22.76442126412163, 114.0199011392883 22.71442126412163, 113.9699011392883 22.71442126412163, 113.9699011392883 22.76442126412163, 114.0199011392883 22.76442126412163))"
82,"POLYGON ((113.8897686325002 22.77352431861811, 113.8897686325002 22.72352431861811, 113.8397686325002 22.72352431861811, 113.8397686325002 22.77352431861811, 113.8897686325002 22.77352431861811))"
83,"POLYGON ((114.1884075374767 22.59859501305199, 114.1884075374767 22.54859501305199, 114.1384075374767 22.54859501305199, 114.1384075374767 22.59859501305199, 114.1884075374767 22.59859501305199))"
84,"POLYGON ((114.5072650329346 22.66959173339184, 114.5072650329346 22.61959173339184, 114.4572650329346 22.61959173339184, 114.4572650329346 22.66959173339184, 114.5072650329346 22.66959173339184))"
85,"POLYGON ((113.996237339987 22.60743461592096, 113.996237339987 22.55743461592096, 113.946237339987 22.55743461592096, 113.946237339987 22.60743461592096, 113.996237339987 22.60743461592096))"
86,"POLYGON ((114.290415011957 22.69098227558055, 114.290415011957 22.64098227558055, 114.240415011957 22.64098227558055, 114.240415011957 22.69098227558055, 114.290415011957 22.69098227558055))"
87,"POLYGON ((114.2662650244913 22.65535025620913, 114.2662650244913 22.60535025620913, 114.2162650244913 22.60535025620913, 114.2162650244913 22.65535025620913, 114.2662650244913 22.65535025620913))"
88,"POLYGON ((114.2888172633047 22.69062375935239, 114.2888172633047 22.64062375935239, 114.2388172633047 22.64062375935239, 114.2388172633047 22.69062375935239, 114.2888172633047 22.69062375935239))"
89,"POLYGON ((113.9588502497523 22.6576992454067, 113.9588502497523 22.60769924540671, 113.9088502497523 22.60769924540671, 113.9088502497523 22.6576992454067, 113.9588502497523 22.6576992454067))"
90,"POLYGON ((113.9805441968352 22.76650229486712, 113.9805441968352 22.71650229486712, 113.9305441968352 22.71650229486712, 113.9305441968352 22.76650229486712, 113.9805441968352 22.76650229486712))"
91,"POLYGON ((113.9878924426799 22.65787073691761, 113.9878924426799 22.60787073691761, 113.9378924426799 22.60787073691761, 113.9378924426799 22.65787073691761, 113.9878924426799 22.65787073691761))"
92,"POLYGON ((113.9676371837859 22.85030794191367, 113.9676371837859 22.80030794191367, 113.9176371837859 22.80030794191367, 113.9176371837859 22.85030794191367, 113.9676371837859 22.85030794191367))"
93,"POLYGON ((114.3431097500307 22.73209744890444, 114.3431097500307 22.68209744890444, 114.2931097500307 22.68209744890444, 114.2931097500307 22.73209744890444, 114.3431097500307 22.73209744890444))"
94,"POLYGON ((113.9028681679571 22.67274854621985, 113.9028681679571 22.62274854621985, 113.8528681679571 22.62274854621985, 113.8528681679571 22.67274854621985, 113.9028681679571 22.67274854621985))"
95,"POLYGON ((114.2632083909741 22.76213835762993, 114.2632083909741 22.71213835762994, 114.2132083909741 22.71213835762994, 114.2132083909741 22.76213835762993, 114.2632083909741 22.76213835762993))"
96,"POLYGON ((113.9564666279412 22.8003398792683, 113.9564666279412 22.75033987926831, 113.9064666279412 22.75033987926831, 113.9064666279412 22.8003398792683, 113.9564666279412 22.8003398792683))"
97,"POLYGON ((114.4199565480585 22.69683477583559, 114.4199565480585 22.64683477583559, 114.3699565480585 22.64683477583559, 114.3699565480585 22.69683477583559, 114.4199565480585 22.69683477583559))"
98,"POLYGON ((114.4595974421161 22.64134285362337, 114.4595974421161 22.59134285362338, 114.4095974421161 22.59134285362338, 114.4095974421161 22.64134285362337, 114.4595974421161 22.64134285362337))"
99,"POLYGON ((114.3922331063412 22.64607649663474, 114.3922331063412 22.59607649663475, 114.3422331063411 22.59607649663475, 114.3422331063411 22.64607649663474, 114.3922331063412 22.64607649663474))"
100,"POLYGON ((114.3655413958379 22.78278501195631, 114.3655413958379 22.73278501195632, 114.3155413958379 22.73278501195632, 114.3155413958379 22.78278501195631, 114.3655413958379 22.78278501195631))"
101,"POLYGON ((114.2965334187809 22.60111501399848, 114.2965334187809 22.55111501399849, 114.2465334187808 22.55111501399849, 114.2465334187808 22.60111501399848, 114.2965334187809 22.60111501399848))"
102,"POLYGON ((114.3464147038586 22.74294485359452, 114.3464147038586 22.69294485359452, 114.2964147038586 22.69294485359452, 114.2964147038586 22.74294485359452, 114.3464147038586 22.74294485359452))"
103,"POLYGON ((113.9764884034308 22.74306625335466, 113.9764884034308 22.69306625335466, 113.9264884034308 22.69306625335466, 113.9264884034308 22.74306625335466, 113.9764884034308 22.74306625335466))"
104,"POLYGON ((113.9419323156452 22.59708759363638, 113.9419323156452 22.54708759363638, 113.8919323156452 22.54708759363638, 113.8919323156452 22.59708759363638, 113.9419323156452 22.59708759363638))"
105,"POLYGON ((114.1383847434824 22.73290302891744, 114.1383847434824 22.68290302891745, 114.0883847434824 22.68290302891745, 114.0883847434824 22.73290302891744, 114.1383847434824 22.73290302891744))"
106,"POLYGON ((113.9514328454264 22.73364848236072, 113.9514328454264 22.68364848236073, 113.9014328454264 22.68364848236073, 113.9014328454264 22.73364848236072, 113.9514328454264 22.73364848236072))"
107,"POLYGON ((114.3638485793543 22.63853557943188, 114.3638485793543 22.58853557943188, 114.3138485793542 22.58853557943188, 114.3138485793542 22.63853557943188, 114.3638485793543 22.63853557943188))"
108,"POLYGON ((114.0188102237117 22.64552987983701, 114.0188102237117 22.59552987983701, 113.9688102237117 22.59552987983701, 113.9688102237117 22.64552987983701, 114.0188102237117 22.64552987983701))"
109,"POLYGON ((114.0111265913867 22.75895310423624, 114.0111265913867 22.70895310423625, 113.9611265913867 22.70895310423625, 113.9611265913867 22.75895310423624, 114.0111265913867 22.75895310423624))"
110,"POLYGON ((114.2567810064974 22.69804698627296, 114.2567810064974 22.64804698627296, 114.2067810064974 22.64804698627296, 114.2067810064974 22.69804698627296, 114.2567810064974 22.69804698627296))"
111,"POLYGON ((114.1276710693016 22.68089715221943, 114.1276710693016 22.63089715221944, 114.0776710693016 22.63089715221944, 114.0776710693016 22.68089715221943, 114.1276710693016 22.68089715221943))"
112,"POLYGON ((114.3481076953902 22.74288069436903, 114.3481076953902 22.69288069436903, 114.2981076953902 22.69288069436903, 114.2981076953902 22.74288069436903, 114.3481076953902 22.74288069436903))"
113,"POLYGON ((114.1212030605941 22.54710368444296, 114.1212030605941 22.49710368444296, 114.0712030605941 22.49710368444296, 114.0712030605941 22.54710368444296, 114.1212030605941 22.54710368444296))"
114,"POLYGON ((113.9033474438401 22.70642731924411, 113.9033474438401 22.65642731924411, 113.8533474438401 22.65642731924411, 113.8533474438401 22.70642731924411, 113.9033474438401 22.70642731924411))"
115,"POLYGON ((114.2534967722616 22.67332459469963, 114.2534967722616 22.62332459469964, 114.2034967722616 22.62332459469964, 114.2034967722616 22.67332459469963, 114.2534967722616 22.67332459469963))"
116,"POLYGON ((114.1553475530635 22.69682477117397, 114.1553475530635 22.64682477117397, 114.1053475530635 22.64682477117397, 114.1053475530635 22.69682477117397, 114.1553475530635 22.69682477117397))"
117,"POLYGON ((114.3341765903145 22.77861904760646, 114.3341765903145 22.72861904760646, 114.2841765903145 22.72861904760646, 114.2841765903145 22.77861904760646, 114.3341765903145 22.77861904760646))"
118,"POLYGON ((114.0893750959128 22.78816181702827, 114.0893750959128 22.73816181702827, 114.0393750959127 22.73816181702827, 114.0393750959127 22.78816181702827, 114.0893750959128 22.78816181702827))"
119,"POLYGON ((113.7895137997431 22.73152509727483, 113.7895137997431 22.68152509727483, 113.7395137997431 22.68152509727483, 113.7395137997431 22.73152509727483, 113.7895137997431 22.73152509727483))"
120,"POLYGON ((114.0200938475158 22.67615515094626, 114.0200938475158 22.62615515094626, 113.9700938475158 22.62615515094626, 113.9700938475158 22.67615515094626, 114.0200938475158 22.67615515094626))"
121,"POLYGON ((114.3598109801815 22.71166818012426, 114.3598109801815 22.66166818012426, 114.3098109801815 22.66166818012426, 114.3098109801815 22.71166818012426, 114.3598109801815 22.71166818012426))"
122,"POLYGON ((113.9947936038597 22.79426022839346, 113.9947936038597 22.74426022839346, 113.9447936038597 22.74426022839346, 113.9447936038597 22.79426022839346, 113.9947936038597 22.79426022839346))"
123,"POLYGON ((114.1974143497278 22.65504513461993, 114.1974143497278 22.60504513461993, 114.1474143497277 22.60504513461993, 114.1474143497277 22.65504513461993, 114.1974143497278 22.65504513461993))"
124,"POLYGON ((114.0933046835316 22.74793807459573, 114.0933046835316 22.69793807459574, 114.0433046835315 22.69793807459574, 114.0433046835315 22.74793807459573, 114.0933046835316 22.74793807459573))"
125,"POLYGON ((113.8564287504674 22.85038424901686, 113.8564287504674 22.80038424901686, 113.8064287504674 22.80038424901686, 113.8064287504674 22.85038424901686, 113.8564287504674 22.85038424901686))"
126,"POLYGON ((114.3873375229108 22.68729453882597, 114.3873375229108 22.63729453882597, 114.3373375229108 22.63729453882597, 114.3373375229108 22.68729453882597, 114.3873375229108 22.68729453882597))"
127,"POLYGON ((113.8812506327849 22.64375210613045, 113.8812506327849 22.59375210613045, 113.8312506327849 22.59375210613045, 113.8312506327849 22.64375210613045, 113.8812506327849 22.64375210613045))"
128,"POLYGON ((114.2449276675826 22.79579945173235, 114.2449276675826 22.74579945173235, 114.1949276675826 22.74579945173235, 114.1949276675826 22.79579945173235, 114.2449276675826 22.79579945173235))"
129,"POLYGON ((114.314616975933 22.81226484976398, 114.314616975933 22.76226484976398, 114.264616975933 22.76226484976398, 114.264616975933 22.81226484976398, 114.314616975933 22.81226484976398))"
130,"POLYGON ((114.324337924311 22.79255992683215, 114.324337924311 22.74255992683215, 114.274337924311 22.74255992683215, 114.274337924311 22.79255992683215, 114.324337924311 22.79255992683215))"
131,"POLYGON ((113.9575937993483 22.76844217267132, 113.9575937993483 22.71844217267132, 113.9075937993483 22.71844217267132, 113.9075937993483 22.76844217267132, 113.9575937993483 22.76844217267132))"
132,"POLYGON ((114.3281644823679 22.82027864446874, 114.3281644823679 22.77027864446874, 114.2781644823678 22.77027864446874, 114.2781644823678 22.82027864446874, 114.3281644823679 22.82027864446874))"
133,"POLYGON ((114.2460570125697 22.82591864382547, 114.2460570125697 22.77591864382548, 114.1960570125696 22.77591864382548, 114.1960570125696 22.82591864382547, 114.2460570125697 22.82591864382547))"
134,"POLYGON ((113.9931287555018 22.79953401234662, 113.9931287555018 22.74953401234662, 113.9431287555017 22.74953401234662, 113.9431287555017 22.79953401234662, 113.9931287555018 22.79953401234662))"
135,"POLYGON ((114.5664428591787 22.64357962491091, 114.5664428591787 22.59357962491091, 114.5164428591787 22.59357962491091, 114.5164428591787 22.64357962491091, 114.5664428591787 22.64357962491091))"
136,"POLYGON ((113.8946533046836 22.71858399327464, 113.8946533046836 22.66858399327464, 113.8446533046836 22.66858399327464, 113.8446533046836 22.71858399327464, 113.8946533046836 22.71858399327464))"
137,"POLYGON ((114.2782119084727 22.7400069761891, 114.2782119084727 22.6900069761891, 114.2282119084727 22.6900069761891, 114.2282119084727 22.7400069761891, 114.2782119084727 22.7400069761891))"
138,"POLYGON ((114.2103730841449 22.80192139527482, 114.2103730841449 22.75192139527483, 114.1603730841449 22.75192139527483, 114.1603730841449 22.80192139527482, 114.2103730841449 22.80192139527482))"
139,"POLYGON ((114.2616350485854 22.74714239092236, 114.2616350485854 22.69714239092237, 114.2116350485854 22.69714239092237, 114.2116350485854 22.74714239092236, 114.2616350485854 22.74714239092236))"
140,"POLYGON ((114.0721600078544 22.77040291016283, 114.0721600078544 22.72040291016283, 114.0221600078543 22.72040291016283, 114.0221600078543 22.77040291016283, 114.0721600078544 22.77040291016283))"
141,"POLYGON ((114.5145792271761 22.62102894692204, 114.5145792271761 22.57102894692204, 114.4645792271761 22.57102894692204, 114.4645792271761 22.62102894692204, 114.5145792271761 22.62102894692204))"
142,"POLYGON ((114.1031678148786 22.77447388336823, 114.1031678148786 22.72447388336824, 114.0531678148786 22.72447388336824, 114.0531678148786 22.77447388336823, 114.1031678148786 22.77447388336823))"
143,"POLYGON ((114.0630075999407 22.78728535647208, 114.0630075999407 22.73728535647209, 114.0130075999407 22.73728535647209, 114.0130075999407 22.78728535647208, 114.0630075999407 22.78728535647208))"
144,"POLYGON ((113.9808368380343 22.67001566580419, 113.9808368380343 22.6200156658042, 113.9308368380342 22.6200156658042, 113.9308368380342 22.67001566580419, 113.9808368380343 22.67001566580419))"
145,"POLYGON ((114.091854148153 22.60409831794333, 114.091854148153 22.55409831794334, 114.041854148153 22.55409831794334, 114.041854148153 22.60409831794333, 114.091854148153 22.60409831794333))"
